DATETIME,CATEGORY,DESCRIPTION,UNIT_PRICE,QUANTITY,PAYMENT_TYPE,CARD_NUM,EMPLOYEE_ID
2023-04-11 12:15:45,drinks,CAPPUCCINO,9.99,1,credit card,4464396824851946,184-47-0445
2023-04-11 12:17:21,sandwiches,EGG SANDWICH,5.99,2,cash,-,354-23-3670
2023-04-11 12:19:38,drinks,CAFFÈ LATTE,8.99,2,credit card,213194644271458,633-92-2710
2023-04-11 12:19:55,sandwiches,NUTELLA SANDWICH,5.99,1,cash,-,633-92-2710
2023-04-11 12:20:25,drinks,ESPRESSO,7.99,2,cash,-,184-47-0445
2023-04-11 12:21:26,drinks,ICED MOCHA,10.99,2,credit card,4721916974819440,354-23-3670
2023-04-11 12:22:27,sandwiches,EGG SANDWICH,5.99,1,credit card,2255669530579556,184-47-0445
2023-04-11 12:23:33,sandwiches,NUTELLA SANDWICH,5.99,2,cash,-,184-47-0445
2023-04-11 12:24:07,sandwiches,EGG SANDWICH,5.99,1,credit card,3542090408889061,184-47-0445
2023-04-11 12:27:38,drinks,CAFFÈ LATTE,8.99,1,credit card,4942534080552966836,184-47-0445
2023-04-11 12:27:40,drinks,CAFFÈ LATTE,8.99,1,cash,-,184-47-0445
2023-04-11 12:28:55,drinks,CAFFÈ MOCHA,9.55,2,credit card,4526997768361218,184-47-0445
2023-04-11 12:29:27,sandwiches,GRILLED CHEESE,5.99,3,credit card,4735834695471124,184-47-0445
2023-04-11 12:31:28,sandwiches,NUTELLA SANDWICH,5.99,1,credit card,30325979062762,354-23-3670
2023-04-11 12:31:50,drinks,CAFFÈ MOCHA,9.55,1,credit card,4241301339783477,633-92-2710
2023-04-11 12:33:30,drinks,ICED MOCHA,10.99,2,credit card,38243656773324,633-92-2710
2023-04-11 12:33:41,sandwiches,ROAST BEEF SANDWICH,5.99,3,credit card,30343808495418,354-23-3670
2023-04-11 12:35:06,sandwiches,ROAST BEEF SANDWICH,5.99,2,credit card,3576100275718019,354-23-3670
2023-04-11 12:37:04,drinks,CAPPUCCINO,9.99,1,cash,-,184-47-0445
2023-04-11 12:37:32,drinks,ICED MOCHA,10.99,2,credit card,344645282995783,633-92-2710
2023-04-11 12:37:59,sandwiches,EGG SANDWICH,5.99,3,cash,-,633-92-2710
2023-04-11 12:38:04,drinks,CAFFÈ LATTE,8.99,1,cash,-,184-47-0445
2023-04-11 12:38:23,drinks,CAFFÈ LATTE,8.99,1,credit card,2245081976766742,633-92-2710
2023-04-11 12:39:10,drinks,CAPPUCCINO,9.99,1,credit card,3521717115006275,633-92-2710
2023-04-11 12:40:14,drinks,ICED MOCHA,10.99,1,credit card,4869128074209181,633-92-2710
2023-04-11 12:41:02,sandwiches,NUTELLA SANDWICH,5.99,1,cash,-,184-47-0445
2023-04-11 12:44:32,drinks,ESPRESSO,7.99,3,cash,-,184-47-0445
2023-04-11 12:45:11,drinks,FRAPPÉ,11.05,2,credit card,3587931335749405,633-92-2710
2023-04-11 12:45:59,sandwiches,ROAST BEEF SANDWICH,5.99,3,cash,-,184-47-0445
2023-04-11 12:46:59,drinks,CAFFÈ LATTE,8.99,1,credit card,3540312713730281,633-92-2710
2023-04-11 12:47:27,sandwiches,EGG SANDWICH,5.99,1,credit card,4526704711255327,633-92-2710
2023-04-11 12:47:28,drinks,CAFFÈ MOCHA,9.55,1,credit card,4273369126125153,633-92-2710
2023-04-11 12:51:00,sandwiches,GRILLED CHEESE,5.99,2,credit card,586828030716,633-92-2710
2023-04-11 12:52:23,drinks,CAPPUCCINO,9.99,2,cash,-,184-47-0445
2023-04-11 12:54:18,drinks,CAFFÈ LATTE,8.99,1,credit card,6011903666995435,354-23-3670
2023-04-11 12:54:49,drinks,ICED MOCHA,10.99,2,credit card,2297782701748973,184-47-0445
2023-04-11 12:54:50,drinks,CAFFÈ MOCHA,9.55,2,cash,-,184-47-0445
2023-04-11 12:55:23,drinks,ICED MOCHA,10.99,2,credit card,4307571899103866702,633-92-2710
2023-04-11 12:56:48,drinks,ESPRESSO,7.99,1,credit card,2227938792416061,184-47-0445
2023-04-11 13:03:09,drinks,CAPPUCCINO,9.99,2,cash,-,354-23-3670
2023-04-11 13:03:36,sandwiches,NUTELLA SANDWICH,5.99,1,credit card,6011837149328378,354-23-3670
2023-04-11 13:07:17,sandwiches,ROAST BEEF SANDWICH,5.99,1,credit card,4357451830629537,184-47-0445
2023-04-11 13:07:26,drinks,ICED MOCHA,10.99,1,cash,-,184-47-0445
2023-04-11 13:09:22,drinks,CAFFÈ LATTE,8.99,1,cash,-,354-23-3670
2023-04-11 13:10:04,sandwiches,GRILLED CHEESE,5.99,1,cash,-,354-23-3670
2023-04-11 13:10:20,sandwiches,NUTELLA SANDWICH,5.99,1,credit card,213123754176389,354-23-3670
2023-04-11 13:11:22,sandwiches,NUTELLA SANDWICH,5.99,2,cash,-,184-47-0445
2023-04-11 13:11:48,sandwiches,EGG SANDWICH,5.99,1,credit card,370197987163934,633-92-2710
2023-04-11 13:13:35,drinks,ESPRESSO,7.99,1,credit card,4959692195362774,354-23-3670
2023-04-11 13:14:41,drinks,CAFFÈ LATTE,8.99,1,credit card,3557277833072452,633-92-2710
2023-04-11 13:19:33,drinks,CAFFÈ LATTE,8.99,1,credit card,2503878140910024,633-92-2710
2023-04-11 13:20:25,drinks,ICED MOCHA,10.99,2,cash,-,184-47-0445
2023-04-11 13:21:06,sandwiches,EGG SANDWICH,5.99,2,credit card,6555641065084664,633-92-2710
2023-04-11 13:24:15,sandwiches,ROAST BEEF SANDWICH,5.99,3,cash,-,184-47-0445
2023-04-11 13:25:13,drinks,CAPPUCCINO,9.99,2,credit card,3529065724952469,184-47-0445
2023-04-11 13:25:20,sandwiches,GRILLED CHEESE,5.99,1,cash,-,633-92-2710
2023-04-11 13:26:06,sandwiches,NUTELLA SANDWICH,5.99,2,cash,-,354-23-3670
2023-04-11 13:26:25,sandwiches,GRILLED CHEESE,5.99,2,credit card,639032808292,354-23-3670
2023-04-11 13:28:03,sandwiches,ROAST BEEF SANDWICH,5.99,2,cash,-,633-92-2710
2023-04-11 13:29:21,sandwiches,GRILLED CHEESE,5.99,1,credit card,639029470296,633-92-2710
2023-04-11 13:29:23,sandwiches,NUTELLA SANDWICH,5.99,2,cash,-,184-47-0445
2023-04-11 13:31:44,sandwiches,GRILLED CHEESE,5.99,2,credit card,180040019756640,184-47-0445
2023-04-11 13:31:46,sandwiches,GRILLED CHEESE,5.99,3,credit card,180004896688268,184-47-0445
2023-04-11 13:32:44,sandwiches,GRILLED CHEESE,5.99,3,credit card,30063186506707,184-47-0445
2023-04-11 13:33:31,sandwiches,NUTELLA SANDWICH,5.99,3,credit card,6011061880457912,354-23-3670
2023-04-11 13:35:29,drinks,CAFFÈ LATTE,8.99,2,cash,-,633-92-2710
2023-04-11 13:35:47,sandwiches,ROAST BEEF SANDWICH,5.99,1,credit card,3559986023390965,184-47-0445
2023-04-11 13:37:52,sandwiches,NUTELLA SANDWICH,5.99,2,credit card,582312992768,354-23-3670
2023-04-11 13:38:09,sandwiches,NUTELLA SANDWICH,5.99,2,credit card,4077362992087647,633-92-2710
2023-04-11 13:38:36,sandwiches,GRILLED CHEESE,5.99,1,cash,-,184-47-0445
2023-04-11 13:39:56,sandwiches,NUTELLA SANDWICH,5.99,2,cash,-,184-47-0445
2023-04-11 13:40:20,drinks,CAFFÈ LATTE,8.99,1,cash,-,633-92-2710
2023-04-11 13:40:22,drinks,ESPRESSO,7.99,1,credit card,589162413795,184-47-0445
2023-04-11 13:40:24,drinks,ICED MOCHA,10.99,1,credit card,6526729810346599,184-47-0445
2023-04-11 13:41:52,sandwiches,NUTELLA SANDWICH,5.99,1,credit card,378833482617246,633-92-2710
2023-04-11 13:41:53,drinks,ESPRESSO,7.99,1,cash,-,354-23-3670
2023-04-11 13:42:27,drinks,FRAPPÉ,11.05,1,credit card,4074205293385,354-23-3670
2023-04-11 13:42:46,sandwiches,ROAST BEEF SANDWICH,5.99,2,cash,-,354-23-3670
2023-04-11 13:45:01,sandwiches,ROAST BEEF SANDWICH,5.99,2,credit card,4826718931756655,354-23-3670
2023-04-11 13:45:14,drinks,CAFFÈ MOCHA,9.55,3,credit card,344288712245972,633-92-2710
2023-04-11 13:46:34,drinks,FRAPPÉ,11.05,1,credit card,2272822307464234,354-23-3670
2023-04-11 13:48:29,drinks,CAPPUCCINO,9.99,2,credit card,4360607007018979,184-47-0445
2023-04-11 13:52:20,sandwiches,ROAST BEEF SANDWICH,5.99,1,cash,-,354-23-3670
2023-04-11 13:53:45,sandwiches,ROAST BEEF SANDWICH,5.99,2,cash,-,354-23-3670
2023-04-11 13:54:07,drinks,FRAPPÉ,11.05,2,cash,-,184-47-0445
2023-04-11 13:59:38,drinks,FRAPPÉ,11.05,3,credit card,676318462253,184-47-0445
2023-04-11 14:02:13,sandwiches,NUTELLA SANDWICH,5.99,1,credit card,213119964963756,633-92-2710
2023-04-11 14:02:35,drinks,CAPPUCCINO,9.99,2,credit card,2720371785547597,633-92-2710
2023-04-11 14:02:43,sandwiches,EGG SANDWICH,5.99,2,cash,-,354-23-3670
2023-04-11 14:02:57,sandwiches,ROAST BEEF SANDWICH,5.99,3,cash,-,184-47-0445
2023-04-11 14:04:46,sandwiches,NUTELLA SANDWICH,5.99,2,cash,-,633-92-2710
2023-04-11 14:07:47,sandwiches,EGG SANDWICH,5.99,1,credit card,501894593844,354-23-3670
2023-04-11 14:09:22,drinks,CAFFÈ MOCHA,9.55,1,cash,-,354-23-3670
2023-04-11 14:09:29,drinks,CAFFÈ LATTE,8.99,1,credit card,4401955740970753291,633-92-2710
2023-04-11 14:09:30,sandwiches,EGG SANDWICH,5.99,2,credit card,4068672905612,184-47-0445
2023-04-11 14:11:09,drinks,FRAPPÉ,11.05,1,credit card,4331184660632043562,633-92-2710
2023-04-11 14:16:59,sandwiches,EGG SANDWICH,5.99,3,credit card,30455606581684,184-47-0445
2023-04-11 14:17:58,drinks,CAPPUCCINO,9.99,2,credit card,2261765170465221,633-92-2710
2023-04-11 14:18:28,drinks,CAFFÈ LATTE,8.99,1,cash,-,354-23-3670
2023-04-11 14:20:54,drinks,ICED MOCHA,10.99,1,credit card,6510457227482025,184-47-0445
2023-04-11 14:23:14,sandwiches,EGG SANDWICH,5.99,1,credit card,3578318501422002,354-23-3670
2023-04-11 14:24:37,sandwiches,ROAST BEEF SANDWICH,5.99,2,credit card,379071760032296,633-92-2710
2023-04-11 14:24:57,drinks,CAPPUCCINO,9.99,2,credit card,2710610327819432,633-92-2710
2023-04-11 14:25:13,sandwiches,EGG SANDWICH,5.99,1,credit card,4783743605198449,633-92-2710
2023-04-11 14:25:24,sandwiches,EGG SANDWICH,5.99,1,credit card,4149925021923257,184-47-0445
2023-04-11 14:26:22,drinks,ESPRESSO,7.99,2,cash,-,633-92-2710
2023-04-11 14:27:42,drinks,CAFFÈ LATTE,8.99,2,cash,-,184-47-0445
2023-04-11 14:29:20,drinks,ESPRESSO,7.99,1,cash,-,354-23-3670
2023-04-11 14:29:59,drinks,ESPRESSO,7.99,3,cash,-,184-47-0445
2023-04-11 14:30:04,sandwiches,GRILLED CHEESE,5.99,2,credit card,3504973805793844,354-23-3670
2023-04-11 14:30:21,drinks,FRAPPÉ,11.05,2,credit card,3500985495012230,354-23-3670
2023-04-11 14:30:44,sandwiches,GRILLED CHEESE,5.99,1,credit card,3547169103096654,184-47-0445
2023-04-11 14:31:14,drinks,CAFFÈ LATTE,8.99,1,credit card,2252352679055117,633-92-2710
2023-04-11 14:36:12,sandwiches,GRILLED CHEESE,5.99,2,cash,-,184-47-0445
2023-04-11 14:36:52,drinks,ESPRESSO,7.99,1,credit card,4563476965846,184-47-0445
2023-04-11 14:37:38,drinks,ICED MOCHA,10.99,1,credit card,4495475314375013,184-47-0445
2023-04-11 14:39:12,sandwiches,GRILLED CHEESE,5.99,1,cash,-,633-92-2710
2023-04-11 14:39:48,sandwiches,NUTELLA SANDWICH,5.99,1,credit card,4752578809917,184-47-0445
2023-04-11 14:40:45,sandwiches,EGG SANDWICH,5.99,2,credit card,572517861090,184-47-0445
2023-04-11 14:41:36,drinks,CAFFÈ MOCHA,9.55,2,credit card,30436294047154,184-47-0445
2023-04-11 14:42:01,sandwiches,EGG SANDWICH,5.99,2,credit card,6514275359730094,184-47-0445
2023-04-11 14:47:37,drinks,ESPRESSO,7.99,1,credit card,581823968978,354-23-3670
2023-04-11 14:47:43,sandwiches,ROAST BEEF SANDWICH,5.99,2,credit card,6011469125165770,354-23-3670
2023-04-11 14:48:28,sandwiches,ROAST BEEF SANDWICH,5.99,2,cash,-,354-23-3670
2023-04-11 14:51:37,drinks,CAFFÈ MOCHA,9.55,2,credit card,4632689338099,184-47-0445
2023-04-11 14:52:00,sandwiches,ROAST BEEF SANDWICH,5.99,1,credit card,2250488934835497,184-47-0445
2023-04-11 14:52:23,sandwiches,NUTELLA SANDWICH,5.99,1,cash,-,633-92-2710
2023-04-11 14:53:52,sandwiches,NUTELLA SANDWICH,5.99,2,credit card,6527069389558343,633-92-2710
2023-04-11 14:55:14,drinks,ICED MOCHA,10.99,1,credit card,4200510198641589,184-47-0445
2023-04-11 14:55:21,sandwiches,EGG SANDWICH,5.99,1,cash,-,184-47-0445
2023-04-11 14:56:59,drinks,CAPPUCCINO,9.99,3,cash,-,633-92-2710
2023-04-11 14:57:51,sandwiches,GRILLED CHEESE,5.99,2,credit card,503885853187,354-23-3670
2023-04-11 14:57:57,drinks,FRAPPÉ,11.05,2,cash,-,354-23-3670
2023-04-11 15:01:09,sandwiches,GRILLED CHEESE,5.99,1,credit card,347938831494854,633-92-2710
2023-04-11 15:01:26,drinks,FRAPPÉ,11.05,1,cash,-,184-47-0445
2023-04-11 15:02:01,drinks,CAPPUCCINO,9.99,2,credit card,4423222169737187,354-23-3670
2023-04-11 15:03:18,drinks,FRAPPÉ,11.05,1,cash,-,184-47-0445
2023-04-11 15:04:00,sandwiches,ROAST BEEF SANDWICH,5.99,2,credit card,4370766215645046062,633-92-2710
2023-04-11 15:08:54,drinks,CAFFÈ MOCHA,9.55,1,cash,-,354-23-3670
2023-04-11 15:09:26,drinks,FRAPPÉ,11.05,1,credit card,6011743545018631,184-47-0445
2023-04-11 15:09:45,drinks,CAFFÈ LATTE,8.99,2,cash,-,184-47-0445
2023-04-11 15:09:53,sandwiches,NUTELLA SANDWICH,5.99,1,cash,-,633-92-2710
2023-04-11 15:11:36,drinks,CAFFÈ LATTE,8.99,1,cash,-,184-47-0445
2023-04-11 15:12:21,sandwiches,ROAST BEEF SANDWICH,5.99,1,cash,-,354-23-3670
2023-04-11 15:13:07,sandwiches,ROAST BEEF SANDWICH,5.99,1,credit card,213148421999517,633-92-2710
2023-04-11 15:13:56,sandwiches,NUTELLA SANDWICH,5.99,1,credit card,4957630414894621364,633-92-2710
2023-04-11 15:15:09,drinks,CAPPUCCINO,9.99,2,credit card,3500354556352482,633-92-2710
2023-04-11 15:16:55,sandwiches,ROAST BEEF SANDWICH,5.99,3,cash,-,633-92-2710
2023-04-11 15:19:03,sandwiches,ROAST BEEF SANDWICH,5.99,1,cash,-,354-23-3670
2023-04-11 15:21:09,sandwiches,NUTELLA SANDWICH,5.99,3,credit card,6558319759189167,354-23-3670
2023-04-11 15:21:14,sandwiches,NUTELLA SANDWICH,5.99,3,credit card,4626031640673,354-23-3670
2023-04-11 15:21:27,sandwiches,ROAST BEEF SANDWICH,5.99,2,credit card,4495095368773,184-47-0445
2023-04-11 15:22:02,drinks,ESPRESSO,7.99,1,cash,-,184-47-0445
2023-04-11 15:22:50,sandwiches,ROAST BEEF SANDWICH,5.99,2,credit card,676121497090,184-47-0445
2023-04-11 15:22:51,sandwiches,ROAST BEEF SANDWICH,5.99,1,credit card,30236713999062,633-92-2710
2023-04-11 15:23:11,drinks,CAFFÈ MOCHA,9.55,2,cash,-,354-23-3670
2023-04-11 15:24:02,sandwiches,GRILLED CHEESE,5.99,1,credit card,4352862323806280,184-47-0445
2023-04-11 15:24:13,sandwiches,NUTELLA SANDWICH,5.99,1,cash,-,354-23-3670
2023-04-11 15:25:22,drinks,CAFFÈ LATTE,8.99,1,credit card,4130528562555859,633-92-2710
2023-04-11 15:28:50,drinks,FRAPPÉ,11.05,1,credit card,4315040571018,354-23-3670
2023-04-11 15:28:57,drinks,CAFFÈ LATTE,8.99,2,cash,-,354-23-3670
2023-04-11 15:29:09,sandwiches,ROAST BEEF SANDWICH,5.99,2,credit card,2254275790740267,633-92-2710
2023-04-11 15:29:20,sandwiches,EGG SANDWICH,5.99,1,credit card,6011047229189852,633-92-2710
2023-04-11 15:29:40,drinks,FRAPPÉ,11.05,3,credit card,3527782685378797,354-23-3670
2023-04-11 15:30:47,sandwiches,NUTELLA SANDWICH,5.99,1,cash,-,354-23-3670
2023-04-11 15:31:53,drinks,ICED MOCHA,10.99,1,credit card,4699297325149,354-23-3670
2023-04-11 15:32:31,sandwiches,ROAST BEEF SANDWICH,5.99,1,cash,-,633-92-2710
2023-04-11 15:32:38,sandwiches,NUTELLA SANDWICH,5.99,1,credit card,060498953169,354-23-3670
2023-04-11 15:32:58,drinks,CAFFÈ LATTE,8.99,2,credit card,4198171776282017,184-47-0445
2023-04-11 15:33:47,drinks,ESPRESSO,7.99,2,credit card,30009275490733,184-47-0445
2023-04-11 15:33:58,drinks,CAFFÈ MOCHA,9.55,1,credit card,3571910345410800,633-92-2710
2023-04-11 15:35:32,drinks,ESPRESSO,7.99,1,credit card,379649183686523,184-47-0445
2023-04-11 15:37:58,sandwiches,ROAST BEEF SANDWICH,5.99,1,cash,-,354-23-3670
2023-04-11 15:38:09,drinks,CAPPUCCINO,9.99,2,credit card,6011150504767705,354-23-3670
2023-04-11 15:39:11,sandwiches,GRILLED CHEESE,5.99,2,cash,-,184-47-0445
2023-04-11 15:39:19,drinks,FRAPPÉ,11.05,1,cash,-,184-47-0445
2023-04-11 15:40:18,drinks,ESPRESSO,7.99,2,cash,-,354-23-3670
2023-04-11 15:41:41,sandwiches,EGG SANDWICH,5.99,1,cash,-,354-23-3670
2023-04-11 15:42:34,drinks,ESPRESSO,7.99,2,cash,-,633-92-2710
2023-04-11 15:45:09,drinks,FRAPPÉ,11.05,3,cash,-,184-47-0445
2023-04-11 15:49:01,sandwiches,NUTELLA SANDWICH,5.99,1,credit card,4418490865146774,354-23-3670
2023-04-11 15:49:07,sandwiches,NUTELLA SANDWICH,5.99,1,credit card,3504994596731835,354-23-3670
2023-04-11 15:49:31,drinks,ESPRESSO,7.99,1,credit card,4090591892709766309,633-92-2710
2023-04-11 15:53:29,sandwiches,ROAST BEEF SANDWICH,5.99,1,credit card,4030207936491708714,184-47-0445
2023-04-11 15:54:14,drinks,CAFFÈ MOCHA,9.55,2,credit card,6011746521480352,184-47-0445
2023-04-11 15:55:23,sandwiches,ROAST BEEF SANDWICH,5.99,1,cash,-,354-23-3670
2023-04-11 15:55:54,sandwiches,EGG SANDWICH,5.99,3,credit card,371093663998561,184-47-0445
2023-04-11 15:57:06,drinks,CAPPUCCINO,9.99,2,cash,-,184-47-0445
2023-04-11 15:57:17,drinks,ICED MOCHA,10.99,2,credit card,4110032964432,184-47-0445
2023-04-11 15:57:59,drinks,CAFFÈ LATTE,8.99,2,credit card,30208215339709,184-47-0445
2023-04-11 15:59:18,drinks,CAFFÈ LATTE,8.99,1,credit card,4030715960871,184-47-0445
2023-04-11 15:59:51,drinks,FRAPPÉ,11.05,2,cash,-,633-92-2710
2023-04-11 16:00:54,drinks,ESPRESSO,7.99,2,cash,-,184-47-0445
2023-04-11 16:02:10,sandwiches,GRILLED CHEESE,5.99,1,cash,-,633-92-2710
2023-04-11 16:02:56,drinks,CAPPUCCINO,9.99,1,cash,-,184-47-0445
2023-04-11 16:03:24,sandwiches,ROAST BEEF SANDWICH,5.99,3,credit card,6011395369242696,633-92-2710
2023-04-11 16:03:32,sandwiches,EGG SANDWICH,5.99,2,cash,-,633-92-2710
2023-04-11 16:04:21,sandwiches,NUTELLA SANDWICH,5.99,1,credit card,3597627138885325,354-23-3670
2023-04-11 16:05:07,sandwiches,EGG SANDWICH,5.99,1,cash,-,633-92-2710
2023-04-11 16:05:08,sandwiches,EGG SANDWICH,5.99,2,credit card,2720237842050687,354-23-3670
2023-04-11 16:06:05,sandwiches,NUTELLA SANDWICH,5.99,2,credit card,344997126356973,633-92-2710
2023-04-11 16:06:06,drinks,ICED MOCHA,10.99,2,cash,-,184-47-0445
2023-04-11 16:06:34,drinks,CAPPUCCINO,9.99,1,credit card,4845254448644,354-23-3670
2023-04-11 16:09:57,sandwiches,EGG SANDWICH,5.99,2,credit card,6532971339951242,633-92-2710
2023-04-11 16:11:12,drinks,FRAPPÉ,11.05,2,credit card,30220270400987,633-92-2710
2023-04-11 16:11:40,drinks,CAPPUCCINO,9.99,1,cash,-,354-23-3670
2023-04-11 16:11:45,drinks,CAFFÈ LATTE,8.99,2,cash,-,354-23-3670
2023-04-11 16:12:09,drinks,FRAPPÉ,11.05,2,cash,-,354-23-3670
2023-04-11 16:12:45,drinks,FRAPPÉ,11.05,1,credit card,3563973217637470,184-47-0445
2023-04-11 16:13:04,drinks,FRAPPÉ,11.05,2,credit card,501820894381,354-23-3670
2023-04-11 16:14:35,drinks,CAFFÈ LATTE,8.99,2,cash,-,184-47-0445
2023-04-11 16:15:32,sandwiches,NUTELLA SANDWICH,5.99,2,cash,-,184-47-0445
2023-04-11 16:15:48,drinks,CAFFÈ LATTE,8.99,1,credit card,630413669569,633-92-2710
2023-04-11 16:15:57,drinks,CAFFÈ MOCHA,9.55,1,cash,-,633-92-2710
2023-04-11 16:16:44,sandwiches,NUTELLA SANDWICH,5.99,3,credit card,3556202645572029,354-23-3670
2023-04-11 16:16:52,sandwiches,ROAST BEEF SANDWICH,5.99,1,credit card,4743988682582476349,354-23-3670
2023-04-11 16:18:04,drinks,CAFFÈ LATTE,8.99,3,cash,-,184-47-0445
2023-04-11 16:18:04,drinks,CAFFÈ LATTE,8.99,2,cash,-,633-92-2710
2023-04-11 16:18:29,drinks,ESPRESSO,7.99,1,credit card,4086903769606583717,633-92-2710
2023-04-11 16:18:31,drinks,CAFFÈ LATTE,8.99,1,cash,-,184-47-0445
2023-04-11 16:19:36,sandwiches,ROAST BEEF SANDWICH,5.99,1,credit card,3525425122473217,184-47-0445
2023-04-11 16:20:07,drinks,CAFFÈ MOCHA,9.55,1,credit card,3554331131514732,354-23-3670
2023-04-11 16:21:37,sandwiches,ROAST BEEF SANDWICH,5.99,1,credit card,4277007844198971,184-47-0445
2023-04-11 16:28:07,sandwiches,ROAST BEEF SANDWICH,5.99,2,cash,-,184-47-0445
2023-04-11 16:28:55,sandwiches,NUTELLA SANDWICH,5.99,1,credit card,4034211096810671,633-92-2710
2023-04-11 16:29:23,drinks,CAFFÈ MOCHA,9.55,2,cash,-,354-23-3670
2023-04-11 16:29:36,sandwiches,GRILLED CHEESE,5.99,1,credit card,3546542294584756,633-92-2710
2023-04-11 16:29:58,drinks,ICED MOCHA,10.99,1,cash,-,633-92-2710
2023-04-11 16:30:37,sandwiches,ROAST BEEF SANDWICH,5.99,2,credit card,2720487528158110,354-23-3670
2023-04-11 16:30:38,drinks,ICED MOCHA,10.99,1,credit card,6011079216290534,354-23-3670
2023-04-11 16:31:52,sandwiches,ROAST BEEF SANDWICH,5.99,1,credit card,3552843641994446,354-23-3670
2023-04-11 16:33:27,drinks,CAPPUCCINO,9.99,1,credit card,4484521374878,633-92-2710
2023-04-11 16:33:35,drinks,ESPRESSO,7.99,3,credit card,30051597611851,633-92-2710
2023-04-11 16:34:30,drinks,CAPPUCCINO,9.99,2,credit card,3531883526391819,633-92-2710
2023-04-11 16:37:36,drinks,ESPRESSO,7.99,1,credit card,2512262570554801,633-92-2710
2023-04-11 16:38:02,drinks,CAPPUCCINO,9.99,1,cash,-,633-92-2710
2023-04-11 16:38:03,drinks,ICED MOCHA,10.99,1,credit card,374775717853175,354-23-3670
2023-04-11 16:38:59,sandwiches,GRILLED CHEESE,5.99,1,cash,-,184-47-0445
2023-04-11 16:39:22,drinks,CAFFÈ LATTE,8.99,2,cash,-,633-92-2710
2023-04-11 16:39:24,sandwiches,ROAST BEEF SANDWICH,5.99,3,credit card,4690231679089589,354-23-3670
2023-04-11 16:40:33,sandwiches,ROAST BEEF SANDWICH,5.99,1,credit card,370210227154561,184-47-0445
2023-04-11 16:41:21,drinks,FRAPPÉ,11.05,2,credit card,4830042163880701,184-47-0445
2023-04-11 16:41:32,drinks,ICED MOCHA,10.99,1,credit card,4383696887872814,184-47-0445
2023-04-11 16:43:36,sandwiches,EGG SANDWICH,5.99,1,cash,-,633-92-2710
2023-04-11 16:45:27,sandwiches,GRILLED CHEESE,5.99,2,credit card,30240172863702,633-92-2710
2023-04-11 16:47:44,sandwiches,EGG SANDWICH,5.99,1,credit card,6519684247085741,633-92-2710
2023-04-11 16:48:42,sandwiches,NUTELLA SANDWICH,5.99,2,credit card,213122260870733,633-92-2710
2023-04-11 16:48:48,drinks,CAPPUCCINO,9.99,2,cash,-,633-92-2710
2023-04-11 16:48:50,sandwiches,EGG SANDWICH,5.99,1,credit card,3501272708233070,184-47-0445
2023-04-11 16:51:47,drinks,CAPPUCCINO,9.99,2,credit card,30276660705864,184-47-0445
2023-04-11 16:54:11,sandwiches,NUTELLA SANDWICH,5.99,2,credit card,2720223578052188,184-47-0445
2023-04-11 16:55:04,drinks,CAFFÈ LATTE,8.99,1,cash,-,354-23-3670
2023-04-11 16:55:12,sandwiches,GRILLED CHEESE,5.99,2,credit card,2239685405850212,354-23-3670
2023-04-11 16:55:37,sandwiches,NUTELLA SANDWICH,5.99,3,credit card,4772672708201583726,184-47-0445
2023-04-11 16:56:12,drinks,CAPPUCCINO,9.99,2,credit card,3518082295391947,184-47-0445
2023-04-11 16:57:56,drinks,ESPRESSO,7.99,2,credit card,6518311730713016,184-47-0445
2023-04-11 16:57:56,sandwiches,EGG SANDWICH,5.99,3,cash,-,354-23-3670
2023-04-11 16:58:21,drinks,CAFFÈ MOCHA,9.55,1,cash,-,633-92-2710
2023-04-11 16:59:54,sandwiches,GRILLED CHEESE,5.99,2,cash,-,184-47-0445
2023-04-11 17:01:01,drinks,CAFFÈ LATTE,8.99,1,credit card,371568424658646,354-23-3670
2023-04-11 17:01:29,sandwiches,EGG SANDWICH,5.99,2,credit card,4830118731278,354-23-3670
2023-04-11 17:04:32,drinks,CAPPUCCINO,9.99,1,credit card,213163846509015,633-92-2710
2023-04-11 17:05:14,drinks,CAPPUCCINO,9.99,1,credit card,4735666011668128,184-47-0445
2023-04-11 17:06:31,sandwiches,NUTELLA SANDWICH,5.99,1,credit card,4180247147045050422,633-92-2710
2023-04-11 17:10:13,drinks,ICED MOCHA,10.99,1,cash,-,633-92-2710
2023-04-11 17:11:41,drinks,ICED MOCHA,10.99,2,credit card,4089483382932,354-23-3670
2023-04-11 17:12:54,sandwiches,ROAST BEEF SANDWICH,5.99,1,credit card,4684852609497515,184-47-0445
2023-04-11 17:16:32,drinks,ESPRESSO,7.99,1,cash,-,354-23-3670
2023-04-11 17:20:37,sandwiches,EGG SANDWICH,5.99,3,credit card,30153912486256,184-47-0445
2023-04-11 17:20:55,sandwiches,GRILLED CHEESE,5.99,1,credit card,4684690740918720,633-92-2710
2023-04-11 17:22:00,drinks,CAFFÈ MOCHA,9.55,1,cash,-,354-23-3670
2023-04-11 17:24:12,sandwiches,GRILLED CHEESE,5.99,2,credit card,180075958037263,633-92-2710
2023-04-11 17:24:29,drinks,CAFFÈ LATTE,8.99,1,credit card,3543205588303472,184-47-0445
2023-04-11 17:25:32,drinks,CAFFÈ MOCHA,9.55,1,credit card,30257116028929,633-92-2710
